latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
46.8723,30.4327,300.1,1.1,1,2024-02-24,1115,Aqua,MODIS,27,61.03,285.7,4.6,D,0
47.729,35.4133,307.7,1.1,1,2024-02-24,1115,Aqua,MODIS,50,61.03,278.8,11.6,D,0
47.912,35.4874,302.6,1.1,1.1,2024-02-24,1115,Aqua,MODIS,36,61.03,283.4,7.1,D,0
45.3915,29.6345,325.1,1.2,1.1,2024-02-24,1115,Aqua,MODIS,79,61.03,285.6,32.6,D,0
45.3888,29.6198,324.4,1.2,1.1,2024-02-24,1115,Aqua,MODIS,63,61.03,286.4,31.6,D,0
45.7003,28.6027,304.9,1.3,1.1,2024-02-24,1115,Aqua,MODIS,60,61.03,290.6,7.1,D,0
45.6972,28.5863,317.6,1.3,1.1,2024-02-24,1115,Aqua,MODIS,78,61.03,290.5,21.4,D,0
46.1552,30.2984,306,1.1,1,2024-02-24,1115,Aqua,MODIS,63,61.03,286.5,8.2,D,0
47.3301,34.9322,308.9,1.1,1,2024-02-24,1115,Aqua,MODIS,68,61.03,279.8,10.3,D,0
47.7548,37.2977,300.6,1.3,1.1,2024-02-24,1115,Aqua,MODIS,39,61.03,280.6,9.1,D,0
47.5761,30.1104,311,1.1,1,2024-02-24,1116,Aqua,MODIS,67,61.03,278.3,13.7,D,0
48.5514,39.1969,304.4,1.2,1.1,2024-02-25,0807,Terra,MODIS,59,61.03,276.1,12.2,D,0
48.5361,35.581,308.4,1,1,2024-02-25,0808,Terra,MODIS,67,61.03,271.4,12.3,D,0
47.926,38.1393,300,1.1,1,2024-02-25,0808,Terra,MODIS,8,61.03,276.7,7.9,D,0
47.7875,37.4057,346.1,1.1,1,2024-02-25,0808,Terra,MODIS,94,61.03,277.9,63.3,D,0
47.7853,37.4194,315,1.1,1,2024-02-25,0808,Terra,MODIS,75,61.03,275.8,18.5,D,0
47.7834,36.9133,309.6,1,1,2024-02-25,0808,Terra,MODIS,69,61.03,275.4,13.6,D,0
46.7127,33.993,308.8,1,1,2024-02-25,0808,Terra,MODIS,68,61.03,274.3,11.7,D,0
46.4094,33.842,307.2,1,1,2024-02-25,0808,Terra,MODIS,65,61.03,274.1,10.3,D,0
48.2604,37.9382,303.3,1.1,1,2024-02-25,0808,Terra,MODIS,55,61.03,276.3,9.7,D,0
49.2786,36.4564,307.6,2.1,1.4,2024-02-25,1019,Aqua,MODIS,66,61.03,271.3,34.2,D,0
49.1351,37.2962,303.6,2,1.4,2024-02-25,1019,Aqua,MODIS,57,61.03,277.3,24.3,D,0
48.1959,37.8658,312.6,2,1.4,2024-02-25,1019,Aqua,MODIS,69,61.03,278.6,38.6,D,0
47.8136,36.557,335.9,2.3,1.5,2024-02-25,1019,Aqua,MODIS,90,61.03,278.7,136.3,D,0
48.1522,37.8091,307.8,2,1.4,2024-02-25,1019,Aqua,MODIS,60,61.03,279,27.2,D,2
48.1639,37.8031,315.8,2,1.4,2024-02-25,1019,Aqua,MODIS,76,61.03,279.3,43.9,D,0
48.1925,37.8717,312.7,2,1.4,2024-02-25,1019,Aqua,MODIS,73,61.03,278.2,38.9,D,0
48.7778,38.5166,305.7,1.8,1.3,2024-02-25,1019,Aqua,MODIS,62,61.03,277.8,22.7,D,0
49.0327,37.2173,319.2,2,1.4,2024-02-25,1019,Aqua,MODIS,69,61.03,279.6,48.7,D,0
49.0502,37.236,340.9,2,1.4,2024-02-25,1019,Aqua,MODIS,84,61.03,281.8,120.5,D,0
49.0387,37.2426,323.8,2,1.4,2024-02-25,1019,Aqua,MODIS,83,61.03,279.4,61.4,D,0
49.0618,37.2296,323.2,2,1.4,2024-02-25,1019,Aqua,MODIS,44,61.03,279.6,55.9,D,0
49.1313,37.3051,304.6,2,1.4,2024-02-25,1019,Aqua,MODIS,56,61.03,277.8,24.6,D,0
47.8064,36.5276,340.1,2.4,1.5,2024-02-25,1019,Aqua,MODIS,92,61.03,280.5,161.3,D,0
48.1099,35.6715,311.4,1.4,1.2,2024-02-25,1916,Terra,MODIS,82,61.03,265.8,26.6,N,0
47.8089,37.5938,300.4,3.1,1.7,2024-02-26,0710,Terra,MODIS,36,61.03,269.8,41.7,D,0
47.2342,30.3902,305.7,1.4,1.2,2024-02-26,0848,Terra,MODIS,62,61.03,281.8,12.5,D,0
47.167,36.7387,318.7,1,1,2024-02-26,1059,Aqua,MODIS,79,61.03,275.8,18.7,D,0
47.0004,33.8882,321.2,1.1,1,2024-02-26,1059,Aqua,MODIS,76,61.03,270,26.1,D,0
47.8836,39.4264,302.2,1.1,1.1,2024-02-26,1059,Aqua,MODIS,51,61.03,279.8,8.6,D,0
47.8314,38.6193,300.2,1.1,1,2024-02-26,1059,Aqua,MODIS,32,61.03,276.9,6.5,D,0
47.1533,36.7699,303.3,1,1,2024-02-26,1059,Aqua,MODIS,21,61.03,274.9,6.6,D,0
47.1689,36.7515,330.8,1,1,2024-02-26,1059,Aqua,MODIS,87,61.03,277.4,32.2,D,0
47.2555,37.2902,302,1,1,2024-02-26,1059,Aqua,MODIS,50,61.03,274.1,7.7,D,0
48.2056,35.9148,305.9,1,1,2024-02-26,1100,Aqua,MODIS,62,61.03,281,8.7,D,0
48.061,37.8337,329.5,1,1,2024-02-26,1100,Aqua,MODIS,86,61.03,279.8,32.5,D,2
48.0627,37.8471,304.2,1,1,2024-02-26,1100,Aqua,MODIS,58,61.03,277,9.1,D,2
48.0229,38.9009,315,1.1,1,2024-02-26,1100,Aqua,MODIS,60,61.03,277,16,D,0
47.7297,35.9003,300.7,1,1,2024-02-26,1100,Aqua,MODIS,41,61.03,274.4,6.5,D,0
47.89,37.7996,312.6,1,1,2024-02-26,1100,Aqua,MODIS,73,61.03,273.9,15.1,D,0
47.4667,35.7005,305,1,1,2024-02-26,1100,Aqua,MODIS,60,61.03,276.8,8.9,D,0
48.0155,38.9177,316.5,1.1,1,2024-02-26,1100,Aqua,MODIS,72,61.03,279.4,17.4,D,0
48.0138,38.9034,347.6,1.1,1,2024-02-26,1100,Aqua,MODIS,95,61.03,281.4,65.4,D,0
49.2116,37.5873,323.5,1,1,2024-02-26,1100,Aqua,MODIS,62,61.03,276,26.3,D,0
49.2604,37.9652,322.4,1.1,1,2024-02-26,1100,Aqua,MODIS,82,61.03,275.8,25.8,D,0
48.8401,36.2377,303.7,1,1,2024-02-26,1100,Aqua,MODIS,57,61.03,278.9,7.9,D,0
48.497,34.3244,304.9,1,1,2024-02-26,1100,Aqua,MODIS,40,61.03,270.3,9.1,D,0
48.4992,34.3381,308,1,1,2024-02-26,1100,Aqua,MODIS,46,61.03,271.2,10.9,D,0
48.5037,34.3653,307.6,1,1,2024-02-26,1100,Aqua,MODIS,48,61.03,271.9,10.7,D,0
48.4881,34.3278,308.9,1,1,2024-02-26,1100,Aqua,MODIS,49,61.03,271.7,11.7,D,0
48.497,34.3824,303.1,1,1,2024-02-26,1100,Aqua,MODIS,36,61.03,270.8,8,D,0
47.5714,30.08,303.4,1.5,1.2,2024-02-26,1100,Aqua,MODIS,56,61.03,283.2,10.3,D,0
47.5754,30.0992,317.3,1.5,1.2,2024-02-26,1100,Aqua,MODIS,77,61.03,282.7,29.1,D,0
47.569,30.0881,314.7,1.5,1.2,2024-02-26,1100,Aqua,MODIS,75,61.03,283.7,23.1,D,0
47.573,30.1074,308.6,1.5,1.2,2024-02-26,1100,Aqua,MODIS,53,61.03,282.8,14.8,D,0
47.8278,31.8874,303.5,1.3,1.1,2024-02-26,1100,Aqua,MODIS,56,61.03,283.3,8.4,D,0
47.8283,31.8925,307.7,1.3,1.1,2024-02-26,1100,Aqua,MODIS,66,61.03,283.5,12.1,D,0
47.1775,29.628,300,1.6,1.3,2024-02-26,1100,Aqua,MODIS,10,61.03,285.8,7.5,D,0
48.1014,34.5877,305.2,1,1,2024-02-26,1100,Aqua,MODIS,61,61.03,274.1,9.2,D,0
48.7148,39.1299,306.9,1.1,1.1,2024-02-26,1100,Aqua,MODIS,64,61.03,275.2,12.5,D,0
48.7166,39.1447,314.2,1.1,1.1,2024-02-26,1100,Aqua,MODIS,74,61.03,275.4,18.8,D,0
47.229,30.3916,305.9,1.5,1.2,2024-02-26,1100,Aqua,MODIS,62,61.03,287,11.1,D,0
48.2301,38.1294,310.7,1,1,2024-02-26,1100,Aqua,MODIS,66,61.03,276.4,13.4,D,0
49.0032,37.1324,318.8,1.1,1,2024-02-27,0750,Terra,MODIS,79,61.03,274.5,23.2,D,0
48.1929,38.1667,302.6,1,1,2024-02-27,0750,Terra,MODIS,53,61.03,278.8,8.3,D,2
48.1947,38.1532,306,1,1,2024-02-27,0750,Terra,MODIS,63,61.03,279.4,10.3,D,2
48.0912,39.0502,310,1,1,2024-02-27,0750,Terra,MODIS,69,61.03,279.2,12.9,D,0
48.7296,34.5471,300.7,1.4,1.2,2024-02-27,0750,Terra,MODIS,41,61.03,267.8,12.3,D,0
48.6975,37.6846,312,1.1,1,2024-02-27,0750,Terra,MODIS,72,61.03,277.7,15,D,0
48.7066,37.6871,327.1,1.1,1,2024-02-27,0750,Terra,MODIS,85,61.03,279.2,30.3,D,0
48.7083,37.673,308.7,1.1,1,2024-02-27,0750,Terra,MODIS,67,61.03,277.3,12.1,D,0
48.9959,37.1399,328.1,1.1,1,2024-02-27,0750,Terra,MODIS,85,61.03,275.1,34.7,D,0
49.0014,37.1472,315.1,1.1,1,2024-02-27,0750,Terra,MODIS,75,61.03,274.2,19.4,D,0
49.1016,36.6159,305.6,1.1,1.1,2024-02-27,0750,Terra,MODIS,62,61.03,271.7,13.1,D,0
46.0993,33.452,303.4,1.4,1.2,2024-02-27,0751,Terra,MODIS,56,61.03,279.9,11.9,D,0
48.1538,37.611,347,1.1,1,2024-02-27,0751,Terra,MODIS,95,61.03,280.8,63.5,D,0
48.152,37.6248,330.4,1.1,1,2024-02-27,0751,Terra,MODIS,87,61.03,280.7,34.5,D,0
48.143,37.6223,300.7,1.1,1,2024-02-27,0751,Terra,MODIS,41,61.03,278.6,7.2,D,0
47.9804,38.5784,301.1,1,1,2024-02-27,0751,Terra,MODIS,44,61.03,278.2,7.4,D,0
48.0746,37.5825,319.7,1.1,1,2024-02-27,0751,Terra,MODIS,80,61.03,278.5,22.1,D,0
48.0728,37.5963,315.9,1.1,1,2024-02-27,0751,Terra,MODIS,76,61.03,278.9,18.3,D,0
47.5434,38.0484,309.3,1,1,2024-02-27,0751,Terra,MODIS,68,61.03,279.4,12.3,D,0
47.4714,38.1725,347.4,1,1,2024-02-27,0751,Terra,MODIS,90,61.03,282.7,61.3,D,0
48.9321,37.291,301.8,3.1,1.7,2024-02-27,1003,Aqua,MODIS,49,61.03,279.7,36.6,D,0
49.0142,37.2308,307.9,3.1,1.7,2024-02-27,1003,Aqua,MODIS,66,61.03,280.1,55.1,D,0
47.4331,38.0022,303.8,3.3,1.7,2024-02-27,1003,Aqua,MODIS,48,61.03,283.9,37,D,0
47.4308,37.9961,304.4,3.3,1.7,2024-02-27,1003,Aqua,MODIS,59,61.03,283.8,43,D,0
47.5588,37.8684,328.6,3.3,1.7,2024-02-27,1003,Aqua,MODIS,86,61.03,285,162.2,D,0
47.5478,37.8282,322.9,3.3,1.7,2024-02-27,1003,Aqua,MODIS,82,61.03,284.8,126.7,D,0
47.3989,37.2863,308,3.6,1.8,2024-02-27,1003,Aqua,MODIS,66,61.03,284,64.1,D,0
47.4839,37.5326,305.6,3.4,1.7,2024-02-27,1003,Aqua,MODIS,62,61.03,283,50.8,D,0
47.5561,37.8622,334.7,3.3,1.7,2024-02-27,1003,Aqua,MODIS,84,61.03,285.3,206.6,D,0
47.5449,37.8219,312.9,3.3,1.7,2024-02-27,1003,Aqua,MODIS,64,61.03,284.4,74.4,D,0
47.6842,38.1504,306.9,3.1,1.7,2024-02-27,1003,Aqua,MODIS,64,61.03,283.3,49.6,D,0
47.4244,36.9016,314.7,3.7,1.8,2024-02-27,1003,Aqua,MODIS,75,61.03,284.3,93.5,D,0
47.4369,36.9464,304.3,3.7,1.8,2024-02-27,1003,Aqua,MODIS,39,61.03,284.2,44.4,D,0
47.4173,36.9031,311.7,3.7,1.8,2024-02-27,1003,Aqua,MODIS,72,61.03,284.1,84,D,0
47.8695,38.3003,300.5,3,1.7,2024-02-27,1003,Aqua,MODIS,37,61.03,282.8,29.5,D,0
47.8696,38.2926,304.2,3,1.7,2024-02-27,1003,Aqua,MODIS,58,61.03,282.9,39.9,D,0
47.9384,38.2512,307.4,3,1.7,2024-02-27,1003,Aqua,MODIS,65,61.03,282.4,50.8,D,0
47.9384,38.2475,310.6,3,1.7,2024-02-27,1003,Aqua,MODIS,70,61.03,282.5,58.2,D,0
48.1926,35.7822,304.2,3.9,1.8,2024-02-27,1003,Aqua,MODIS,58,61.03,280.8,58.5,D,0
47.4911,37.5689,301.5,3.4,1.7,2024-02-27,1003,Aqua,MODIS,48,61.03,283.6,37.3,D,0
47.4796,37.5277,305.2,3.4,1.7,2024-02-27,1003,Aqua,MODIS,61,61.03,283.2,50.2,D,0
47.43,36.9476,304.9,3.7,1.8,2024-02-27,1003,Aqua,MODIS,60,61.03,284.1,53.2,D,0
47.3932,37.2819,310.9,3.6,1.8,2024-02-27,1003,Aqua,MODIS,71,61.03,284.2,76.8,D,0
46.8965,34.7782,310.3,2,1.4,2024-02-27,1140,Aqua,MODIS,70,61.03,287.7,23.7,D,0
46.9312,36.0506,300.8,2.3,1.5,2024-02-27,1140,Aqua,MODIS,41,61.03,286.9,14.5,D,0
46.2258,33.2324,302.8,1.6,1.2,2024-02-27,1140,Aqua,MODIS,47,61.03,287.1,10.4,D,0
48.8484,37.2911,304.9,2.8,1.6,2024-02-27,1141,Aqua,MODIS,60,61.03,281.4,35,D,0
46.9087,34.7763,312.8,2,1.4,2024-02-27,1141,Aqua,MODIS,73,61.03,287.8,28.6,D,0
47.0418,36.1264,324.5,2.3,1.5,2024-02-27,1141,Aqua,MODIS,83,61.03,286.6,74.1,D,0
47.0846,37.4786,302.4,2.8,1.6,2024-02-27,1141,Aqua,MODIS,49,61.03,284.5,23.7,D,0
47.0414,36.1491,307.3,2.3,1.5,2024-02-27,1141,Aqua,MODIS,65,61.03,286.2,26.2,D,0
47.0396,36.1186,305.5,2.3,1.5,2024-02-27,1141,Aqua,MODIS,54,61.03,286.5,22.3,D,0
47.0546,36.1475,301.6,2.3,1.5,2024-02-27,1141,Aqua,MODIS,16,61.03,286.5,14,D,0
47.0527,36.1171,310.1,2.3,1.5,2024-02-27,1141,Aqua,MODIS,70,61.03,285.5,32,D,0
47.1897,34.895,315.1,2,1.4,2024-02-27,1141,Aqua,MODIS,75,61.03,287.8,35.5,D,0
47.1877,34.8689,314.4,2,1.4,2024-02-27,1141,Aqua,MODIS,75,61.03,287.7,33.9,D,0
46.9816,32.196,300.1,1.4,1.2,2024-02-27,1141,Aqua,MODIS,24,61.03,286.8,5.4,D,0
46.9855,32.1899,300,1.4,1.2,2024-02-27,1141,Aqua,MODIS,21,61.03,287.2,5.1,D,0
47.4212,36.894,313.1,2.6,1.5,2024-02-27,1141,Aqua,MODIS,73,61.03,286.2,50,D,0
47.4192,36.8601,304.5,2.6,1.5,2024-02-27,1141,Aqua,MODIS,59,61.03,286.5,25.4,D,0
47.4283,36.885,319.5,2.6,1.5,2024-02-27,1141,Aqua,MODIS,79,61.03,286.7,68.4,D,0
47.2781,34.3077,313.2,1.9,1.3,2024-02-27,1141,Aqua,MODIS,73,61.03,286.9,29.2,D,0
47.2763,34.2834,311.5,1.9,1.3,2024-02-27,1141,Aqua,MODIS,71,61.03,286.6,26.2,D,0
47.3168,34.501,306.4,1.9,1.3,2024-02-27,1141,Aqua,MODIS,63,61.03,287.1,17.4,D,0
47.5473,37.8565,300.8,2.9,1.6,2024-02-27,1141,Aqua,MODIS,25,61.03,285.9,19.3,D,0
47.5619,37.8549,314.6,2.9,1.6,2024-02-27,1141,Aqua,MODIS,75,61.03,286.2,65.6,D,0
49.9863,28.4471,301.5,1.1,1.1,2024-02-27,1141,Aqua,MODIS,47,61.03,274.2,7.8,D,0
48.4809,26.9148,302.6,1,1,2024-02-27,1141,Aqua,MODIS,53,61.03,277.9,6.7,D,0
48.4828,26.9282,314.9,1,1,2024-02-27,1141,Aqua,MODIS,75,61.03,277.9,15.2,D,0
48.3703,26.9131,306.2,1,1,2024-02-27,1141,Aqua,MODIS,63,61.03,279.1,8.5,D,0
48.5647,28.624,305.3,1.1,1,2024-02-27,1141,Aqua,MODIS,61,61.03,272.7,10.2,D,0
48.0353,25.6805,304.2,1,1,2024-02-27,1141,Aqua,MODIS,58,61.03,287.2,6.6,D,0
49.1138,36.9048,302.2,2.7,1.6,2024-02-27,1141,Aqua,MODIS,51,61.03,279.9,28.6,D,0
49.0976,37.8391,301.6,3,1.7,2024-02-27,1141,Aqua,MODIS,48,61.03,280,33.7,D,0
49.0992,37.8807,308.4,3,1.7,2024-02-27,1141,Aqua,MODIS,58,61.03,280.2,55,D,0
49.0964,37.8482,308.4,3,1.7,2024-02-27,1141,Aqua,MODIS,67,61.03,280.3,54.2,D,0
49.0982,37.8895,303,3,1.7,2024-02-27,1141,Aqua,MODIS,47,61.03,280,37.8,D,0
48.2943,28.5993,309.1,1.1,1,2024-02-27,1141,Aqua,MODIS,68,61.03,277.3,11.8,D,0
49.0206,37.1452,305.7,2.8,1.6,2024-02-27,1141,Aqua,MODIS,57,61.03,281.2,32.3,D,0
48.978,37.1498,301.2,2.8,1.6,2024-02-27,1141,Aqua,MODIS,28,61.03,282.6,23.6,D,0
48.9755,37.1548,301.5,2.8,1.6,2024-02-27,1141,Aqua,MODIS,47,61.03,282.5,26.1,D,0
48.785,35.2142,301,2.2,1.4,2024-02-27,1141,Aqua,MODIS,41,61.03,278.6,20,D,0
48.7868,35.2436,303.2,2.2,1.4,2024-02-27,1141,Aqua,MODIS,52,61.03,278.9,23.8,D,0
