latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
48.4572,38.7695,325,1,1,2023-01-02,1855,Terra,MODIS,100,61.03,273.9,28.6,N,2
45.1292,35.0842,350.3,1,1,2023-01-03,0828,Terra,MODIS,96,61.03,288.6,66.2,D,0
45.1272,35.0968,328.8,1,1,2023-01-03,0828,Terra,MODIS,86,61.03,286.7,29.8,D,0
49.068,23.9454,301.5,1.1,1.1,2023-01-17,1143,Aqua,MODIS,47,61.03,278.9,9.7,D,0
46.5276,32.6339,300.9,1.8,1.3,2023-01-19,1128,Aqua,MODIS,43,61.03,284.7,12.9,D,0
46.6405,32.7798,349.8,1.9,1.3,2023-01-19,1129,Aqua,MODIS,83,61.03,285.2,151.4,D,0
46.8247,32.1147,317.9,1.7,1.3,2023-01-19,1129,Aqua,MODIS,78,61.03,285.7,38.2,D,0
46.8228,32.0922,303.5,1.7,1.3,2023-01-19,1129,Aqua,MODIS,56,61.03,285.1,15,D,0
47.268,33.5784,305.5,2.1,1.4,2023-01-19,1129,Aqua,MODIS,62,61.03,283.5,24.2,D,0
47.2647,33.5587,303,2.1,1.4,2023-01-19,1129,Aqua,MODIS,54,61.03,284.2,19.5,D,0
46.6304,32.8059,343.1,1.9,1.3,2023-01-19,1129,Aqua,MODIS,93,61.03,286.8,120.4,D,0
46.6285,32.7817,370.1,1.9,1.3,2023-01-19,1129,Aqua,MODIS,100,61.03,288.9,287.7,D,2
46.6267,32.7575,304.3,1.9,1.3,2023-01-19,1129,Aqua,MODIS,24,61.03,284.5,13.7,D,2
46.6424,32.804,345.6,1.9,1.3,2023-01-19,1129,Aqua,MODIS,82,61.03,285.3,131.2,D,0
45.3312,28.6061,311.9,2.3,1.5,2023-01-19,1906,Terra,MODIS,84,61.03,282,48.1,N,0
45.0728,34.9491,302,1.2,1.1,2023-01-20,0840,Terra,MODIS,50,61.03,284.8,8,D,0
48.4648,38.7789,310,1,1,2023-01-24,0807,Terra,MODIS,66,61.03,270.3,14.3,D,2
48.4559,38.7763,308.7,1,1,2023-01-24,0807,Terra,MODIS,67,61.03,269.4,13.4,D,2
44.8712,34.2829,314.4,1,1,2023-01-25,1048,Aqua,MODIS,75,61.03,283.3,15.7,D,0
48.456,38.7811,306.6,1.4,1.2,2023-01-26,0751,Terra,MODIS,64,61.03,271.3,18.6,D,2
46.3141,31.9735,301.2,1.8,1.3,2023-01-26,1131,Aqua,MODIS,46,61.03,277.5,18.3,D,0
46.8283,32.0681,304,1.8,1.3,2023-01-26,1131,Aqua,MODIS,58,61.03,277.8,22.2,D,0
48.4597,38.778,303,1.3,1.1,2023-01-27,0832,Terra,MODIS,54,61.03,271.2,15.1,D,2
48.4573,38.7644,304.4,1.1,1.1,2023-02-03,0825,Terra,MODIS,59,61.03,271.8,11.4,D,2
48.4547,38.7791,306.6,1.1,1.1,2023-02-03,0825,Terra,MODIS,64,61.03,271.9,13,D,2
47.2696,35.7242,303.4,1,1,2023-02-03,1038,Aqua,MODIS,30,61.03,274.3,9.1,D,2
47.8696,33.4487,340.2,1,1,2023-02-08,0835,Terra,MODIS,87,61.03,270.5,49.8,D,2
46.9658,31.9,321.7,1,1,2023-02-08,1054,Aqua,MODIS,58,61.03,276.4,24.4,D,0
46.8784,36.9863,300.1,1.1,1.1,2023-02-08,1054,Aqua,MODIS,25,61.03,275.7,8.9,D,0
47.2254,37.5236,307.4,1.2,1.1,2023-02-08,1054,Aqua,MODIS,57,61.03,276.7,15.1,D,0
46.9637,31.8867,314.4,1,1,2023-02-08,1054,Aqua,MODIS,66,61.03,276.2,17.4,D,0
47.0468,32.1104,301.2,1,1,2023-02-08,1054,Aqua,MODIS,45,61.03,276.9,8.1,D,0
47.0447,32.0971,307.4,1,1,2023-02-08,1054,Aqua,MODIS,65,61.03,276.7,11.8,D,0
47.0814,32.2099,307.8,1,1,2023-02-08,1054,Aqua,MODIS,66,61.03,277,11.9,D,0
47.0773,31.8413,304,1,1,2023-02-08,1054,Aqua,MODIS,0,61.03,277,10,D,0
47.1181,31.8061,310,1,1,2023-02-08,1054,Aqua,MODIS,57,61.03,277.5,13.6,D,0
47.1428,31.7833,327.5,1,1,2023-02-08,1054,Aqua,MODIS,80,61.03,278.2,31.2,D,0
47.5654,31.4018,308.6,1.1,1,2023-02-08,1054,Aqua,MODIS,64,61.03,277.8,12,D,0
47.6192,31.3321,308.9,1.1,1,2023-02-08,1054,Aqua,MODIS,64,61.03,278,13.2,D,0
47.9027,31.2976,305.5,1,1,2023-02-08,1054,Aqua,MODIS,62,61.03,275.9,11.1,D,0
47.9004,31.284,316.8,1.1,1,2023-02-08,1054,Aqua,MODIS,77,61.03,276.8,20.1,D,0
46.8146,32.1619,304.1,2.1,1.4,2023-02-09,1136,Aqua,MODIS,58,61.03,278.7,27.1,D,0
46.8148,32.1541,304.3,2.1,1.4,2023-02-09,1136,Aqua,MODIS,59,61.03,278.7,27.7,D,0
47.7821,32.1857,301.7,1.3,1.1,2023-02-10,1041,Aqua,MODIS,48,61.03,277.9,10,D,0
48.6069,34.5751,326.9,1,1,2023-02-10,1041,Aqua,MODIS,0,61.03,273.6,31.9,D,0
47.8671,33.4443,305.6,1,1,2023-02-10,1927,Terra,MODIS,34,61.03,267.6,13.7,N,2
47.3621,31.6204,309.2,1.4,1.2,2023-02-11,1123,Aqua,MODIS,42,61.03,276.4,16.4,D,0
47.0696,32.9841,305.1,1.6,1.2,2023-02-11,1123,Aqua,MODIS,61,61.03,280.2,17.3,D,0
46.6084,35.0935,309.4,2,1.4,2023-02-11,1123,Aqua,MODIS,68,61.03,280.7,30.3,D,0
46.6112,35.0854,313.2,2,1.4,2023-02-11,1123,Aqua,MODIS,73,61.03,280.8,40.3,D,0
47.0685,32.9687,332.5,1.6,1.2,2023-02-11,1123,Aqua,MODIS,88,61.03,282.1,65,D,0
47.0678,32.9633,324.5,1.6,1.2,2023-02-11,1123,Aqua,MODIS,83,61.03,281.9,48.8,D,0
47.5851,30.0944,305.5,2.3,1.5,2023-02-12,1028,Aqua,MODIS,46,61.03,274.4,29.9,D,0
47.5817,30.092,303.3,2.3,1.5,2023-02-12,1028,Aqua,MODIS,50,61.03,275.4,27.4,D,0
46.902,32.492,303.8,1.1,1,2023-02-13,0844,Terra,MODIS,57,61.03,278.7,9.5,D,0
47.1779,30.1899,301.8,1,1,2023-02-13,0844,Terra,MODIS,49,61.03,280.7,6.9,D,0
46.3579,32.9395,304.9,1.1,1.1,2023-02-13,0844,Terra,MODIS,57,61.03,277.4,10.4,D,0
45.4762,29.4048,323.4,1,1,2023-02-13,1109,Aqua,MODIS,76,61.03,282,25,D,0
48.0955,30.7983,307.8,1,1,2023-02-15,1056,Aqua,MODIS,66,61.03,277.2,11.2,D,0
48.0933,30.7847,305.5,1,1,2023-02-15,1056,Aqua,MODIS,49,61.03,280.4,9.6,D,0
50.5963,29.8526,305.3,1,1,2023-02-15,1057,Aqua,MODIS,61,61.03,276.9,10.6,D,0
48.7165,30.7056,301.6,1,1,2023-02-15,1057,Aqua,MODIS,39,61.03,274.7,7.9,D,0
50.678,30.5397,308.4,1,1,2023-02-15,1057,Aqua,MODIS,58,61.03,276.9,12.9,D,0
50.594,29.8384,305.1,1,1,2023-02-15,1057,Aqua,MODIS,61,61.03,276.5,10.6,D,0
47.8745,33.4477,313.7,1.2,1.1,2023-02-15,1936,Terra,MODIS,88,61.03,268.9,23.9,N,2
47.8331,33.2091,310.1,2,1.4,2023-02-16,0909,Terra,MODIS,69,61.03,277.3,36.3,D,0
48.7128,27.2534,303.1,1.1,1,2023-02-16,0909,Terra,MODIS,55,61.03,277.2,10.4,D,0
47.83,33.2125,314.3,3.4,1.7,2023-02-16,1001,Aqua,MODIS,75,61.03,276.3,95.5,D,0
47.818,33.1697,301.1,3.5,1.8,2023-02-16,1001,Aqua,MODIS,44,61.03,279.1,42.4,D,0
46.9908,32.7584,310.3,1.2,1.1,2023-02-17,1043,Aqua,MODIS,63,61.03,279.7,14.5,D,0
47.6292,34.331,301.6,1.1,1,2023-02-20,0837,Terra,MODIS,48,61.03,278,8.5,D,2
45.5462,29.4272,300.5,1.1,1,2023-02-20,0837,Terra,MODIS,38,61.03,284.2,5.1,D,0
45.5446,29.4404,323,1.1,1,2023-02-20,0837,Terra,MODIS,62,61.03,284.4,23.8,D,0
45.5098,29.3569,300.8,1.1,1,2023-02-20,0837,Terra,MODIS,42,61.03,284.2,5.4,D,0
45.2524,28.6792,304.8,1.1,1,2023-02-20,0838,Terra,MODIS,0,61.03,282.8,9.8,D,0
45.2508,28.6928,312.3,1.1,1,2023-02-20,0838,Terra,MODIS,0,61.03,282.1,15.4,D,0
45.4798,28.9473,355.5,1,1,2023-02-20,1111,Aqua,MODIS,85,61.03,287.5,77.9,D,2
45.3975,28.9522,321.3,1,1,2023-02-20,1111,Aqua,MODIS,76,61.03,283.4,21.2,D,2
45.3956,28.9395,339,1,1,2023-02-20,1111,Aqua,MODIS,86,61.03,285.4,44.8,D,2
45.4705,29.3732,317.7,1,1,2023-02-20,1111,Aqua,MODIS,72,61.03,286.2,16.5,D,0
45.4813,29.383,338.3,1,1,2023-02-20,1111,Aqua,MODIS,91,61.03,287.3,41.6,D,0
45.5077,29.3749,308.7,1,1,2023-02-20,1111,Aqua,MODIS,64,61.03,286.8,9.2,D,0
45.5058,29.3623,310.7,1,1,2023-02-20,1111,Aqua,MODIS,70,61.03,286.6,10.4,D,0
45.4779,28.9347,312.8,1,1,2023-02-20,1111,Aqua,MODIS,69,61.03,286.1,13.5,D,0
50.8167,30.3188,321.1,1.1,1.1,2023-02-23,0901,Terra,MODIS,81,61.03,272.1,27.4,D,0
50.8076,30.3149,301.3,1.1,1.1,2023-02-23,0901,Terra,MODIS,26,61.03,272.2,9,D,0
47.8636,33.4514,301.1,1.7,1.3,2023-02-23,0901,Terra,MODIS,39,61.03,275.2,17.1,D,2
48.6168,25.4439,302,1.2,1.1,2023-02-23,1141,Aqua,MODIS,38,61.03,275,8.8,D,0
47.3019,33.7147,311.9,1.5,1.2,2023-02-24,0805,Terra,MODIS,72,61.03,269.3,28.5,D,0
47.3,33.7348,307.3,1.5,1.2,2023-02-24,0805,Terra,MODIS,65,61.03,268,22.2,D,0
45.463,29.4294,300.9,1,1,2023-02-25,0846,Terra,MODIS,31,61.03,278.1,5.7,D,0
45.6267,34.3362,303.9,2,1.4,2023-02-25,1127,Aqua,MODIS,57,61.03,289.8,12.9,D,0
47.5008,30.0075,326.4,1.3,1.1,2023-02-25,1127,Aqua,MODIS,82,61.03,270.5,37.6,D,0
47.4984,30.0026,323.5,1.3,1.1,2023-02-25,1127,Aqua,MODIS,82,61.03,270,34.6,D,0
46.1507,30.3049,302.4,1.1,1,2023-03-01,1100,Aqua,MODIS,39,61.03,285.8,5.6,D,0
46.5717,32.5827,313.4,1,1,2023-03-01,1100,Aqua,MODIS,0,61.03,280,15.2,D,0
46.3097,30.6391,308.8,1,1,2023-03-01,1100,Aqua,MODIS,68,61.03,285.6,10.4,D,2
46.3075,30.6259,300.9,1,1,2023-03-01,1100,Aqua,MODIS,42,61.03,285.2,5.1,D,0
46.6255,30.8064,309.5,1,1,2023-03-01,1100,Aqua,MODIS,58,61.03,285,9.3,D,0
46.6323,30.7901,302,1,1,2023-03-01,1100,Aqua,MODIS,32,61.03,285.2,4.8,D,0
46.921,31.081,314.2,1,1,2023-03-01,1100,Aqua,MODIS,0,61.03,286.5,12.4,D,0
46.9625,31.0465,303.5,1,1,2023-03-01,1100,Aqua,MODIS,43,61.03,287.9,5.4,D,0
48.0227,32.101,306.5,1,1,2023-03-01,1100,Aqua,MODIS,64,61.03,281.6,9.6,D,0
47.705,29.5456,309.3,1.1,1,2023-03-01,1100,Aqua,MODIS,68,61.03,281.8,12.9,D,2
48.317,30.2478,303.9,1,1,2023-03-01,1100,Aqua,MODIS,57,61.03,278.2,9,D,0
48.3149,30.2342,304.1,1,1,2023-03-01,1100,Aqua,MODIS,58,61.03,277.6,9.2,D,0
48.034,32.1639,304.3,1.2,1.1,2023-03-02,0854,Terra,MODIS,58,61.03,280.5,11.3,D,0
48.2562,30.8742,306.1,1.1,1.1,2023-03-02,0854,Terra,MODIS,63,61.03,280.9,10.9,D,0
48.0606,30.8636,300.6,1.1,1.1,2023-03-02,0854,Terra,MODIS,39,61.03,280.8,7.2,D,2
46.1535,30.3085,310.4,1.1,1.1,2023-03-02,0855,Terra,MODIS,52,61.03,284.9,13.3,D,0
47.5711,36.1854,300.9,2.3,1.5,2023-03-02,1004,Aqua,MODIS,43,61.03,281.5,20.1,D,0
47.5642,36.157,302,2.3,1.5,2023-03-02,1004,Aqua,MODIS,50,61.03,281.3,22.1,D,0
47.6844,34.739,311.6,2.7,1.6,2023-03-02,1004,Aqua,MODIS,71,61.03,281.6,56.1,D,0
47.6883,34.732,308.3,2.7,1.6,2023-03-02,1004,Aqua,MODIS,67,61.03,281.8,46,D,0
45.4791,29.5852,301.9,1.8,1.3,2023-03-02,1142,Aqua,MODIS,24,61.03,280.9,13.4,D,0
45.5779,29.1542,315.2,1.7,1.3,2023-03-02,1142,Aqua,MODIS,57,61.03,291.4,24.4,D,0
46.9152,30.1175,307.2,2,1.4,2023-03-02,1142,Aqua,MODIS,65,61.03,291.5,16.2,D,0
46.9132,30.0913,304.4,2,1.4,2023-03-02,1142,Aqua,MODIS,59,61.03,291.9,11.2,D,0
46.905,30.1134,306.3,2,1.4,2023-03-02,1142,Aqua,MODIS,63,61.03,290.3,15,D,0
47.1029,32.5115,300.6,2.7,1.6,2023-03-02,1142,Aqua,MODIS,39,61.03,288.8,13.8,D,0
47.7979,29.8405,313.6,2,1.4,2023-03-02,1143,Aqua,MODIS,54,61.03,281.2,35.1,D,0
47.8002,29.835,311,2,1.4,2023-03-02,1143,Aqua,MODIS,46,61.03,281.5,30.6,D,0
50.574,31.1994,320.9,2.5,1.5,2023-03-02,1143,Aqua,MODIS,81,61.03,281.4,80.7,D,0
50.5802,31.1941,318.3,2.5,1.5,2023-03-02,1143,Aqua,MODIS,78,61.03,281.3,71.1,D,0
45.4818,29.5737,310.5,3.9,1.8,2023-03-03,0116,Aqua,MODIS,80,61.03,268.6,117.1,N,0
46.4901,35.0362,304.8,1,1,2023-03-03,1046,Aqua,MODIS,60,61.03,274.7,9.2,D,0
46.9316,32.7092,370.9,1.1,1.1,2023-03-03,1046,Aqua,MODIS,87,61.03,288.3,140.9,D,0
46.4716,30.1704,356.5,1.4,1.2,2023-03-03,1046,Aqua,MODIS,0,61.03,285.3,132.6,D,0
46.4819,30.166,323.1,1.4,1.2,2023-03-03,1046,Aqua,MODIS,71,61.03,282.5,38.3,D,0
46.4754,30.1638,343.7,1.4,1.2,2023-03-03,1046,Aqua,MODIS,81,61.03,286.3,87.9,D,0
47.02,30.1339,307,1.4,1.2,2023-03-03,1047,Aqua,MODIS,65,61.03,290.4,9.8,D,0
47.0418,30.1573,306.7,1.4,1.2,2023-03-03,1047,Aqua,MODIS,64,61.03,289.4,10.4,D,0
48.5908,34.8742,308.9,1.1,1,2023-03-04,0838,Terra,MODIS,68,61.03,274.1,14.3,D,0
48.1967,34.89,300.8,1.1,1.1,2023-03-04,0838,Terra,MODIS,42,61.03,279.2,8.2,D,0
47.731,36.5471,300.3,1.3,1.1,2023-03-04,0838,Terra,MODIS,35,61.03,281.9,8.2,D,0
47.528,35.9517,300.5,1.2,1.1,2023-03-04,0838,Terra,MODIS,39,61.03,282.5,7.8,D,0
47.5251,35.9675,301.8,1.2,1.1,2023-03-04,0838,Terra,MODIS,49,61.03,282.1,8.7,D,0
47.8701,33.4211,300.4,1,1,2023-03-04,0838,Terra,MODIS,0,61.03,280.8,5.7,D,2
47.8658,33.4479,302.8,1,1,2023-03-04,0838,Terra,MODIS,51,61.03,280.3,7.3,D,2
47.6625,34.2737,304.1,1.1,1,2023-03-04,0838,Terra,MODIS,18,61.03,283.4,7,D,0
47.655,34.1614,312.5,1.1,1,2023-03-04,0838,Terra,MODIS,60,61.03,283,14.6,D,0
47.6034,34.4101,306.4,1.1,1,2023-03-04,0838,Terra,MODIS,60,61.03,282.1,10.2,D,0
47.0115,37.3759,305.9,1.5,1.2,2023-03-04,0838,Terra,MODIS,62,61.03,284.1,13.5,D,0
47.0917,34.2294,303.1,1.1,1,2023-03-04,0838,Terra,MODIS,55,61.03,281.8,8.3,D,0
45.4729,29.5409,302.3,1,1,2023-03-04,0839,Terra,MODIS,41,61.03,284.5,4.7,D,0
45.4712,29.5537,323.5,1,1,2023-03-04,0839,Terra,MODIS,82,61.03,286.8,21.8,D,0
45.4678,29.5792,337.5,1,1,2023-03-04,0839,Terra,MODIS,91,61.03,285.8,39.9,D,0
45.466,29.592,320.7,1,1,2023-03-04,0839,Terra,MODIS,80,61.03,283.5,20.1,D,0
45.4754,29.3154,314.1,1,1,2023-03-04,0839,Terra,MODIS,74,61.03,289.1,12.4,D,0
45.3361,28.6039,325.9,1.1,1,2023-03-04,0839,Terra,MODIS,73,61.03,286.3,27.3,D,0
45.3344,28.6173,342.1,1.1,1,2023-03-04,0839,Terra,MODIS,0,61.03,283.6,52.5,D,0
48.4847,39.2504,301.6,2.2,1.4,2023-03-04,0951,Aqua,MODIS,38,61.03,281,19.4,D,0
48.1769,39.01,304.5,2.3,1.5,2023-03-04,0951,Aqua,MODIS,51,61.03,275.7,28.4,D,0
45.4963,29.5674,314.6,1.2,1.1,2023-03-04,1128,Aqua,MODIS,31,61.03,288.9,15.2,D,0
45.4815,29.5237,313.4,1.2,1.1,2023-03-04,1128,Aqua,MODIS,70,61.03,288.3,15.3,D,0
45.0812,34.9399,328.6,2.2,1.5,2023-03-04,1128,Aqua,MODIS,86,61.03,288.3,87.4,D,0
45.0792,34.9109,329.7,2.2,1.4,2023-03-04,1128,Aqua,MODIS,86,61.03,291.7,90.6,D,0
45.078,34.9353,327,2.2,1.5,2023-03-04,1128,Aqua,MODIS,85,61.03,289.2,79.2,D,0
45.0761,34.9063,317.8,2.2,1.4,2023-03-04,1128,Aqua,MODIS,78,61.03,291.2,46.9,D,0
45.091,34.9335,306.8,2.2,1.5,2023-03-04,1128,Aqua,MODIS,51,61.03,288.6,19.4,D,0
45.4574,29.5761,315.7,1.2,1.1,2023-03-04,1128,Aqua,MODIS,59,61.03,288.2,16.9,D,0
45.4832,29.5389,322.9,1.2,1.1,2023-03-04,1128,Aqua,MODIS,64,61.03,287.7,24.5,D,0
45.4671,29.5739,323.8,1.2,1.1,2023-03-04,1128,Aqua,MODIS,63,61.03,288.7,25.9,D,0
45.6913,29.4952,304.6,1.2,1.1,2023-03-04,1128,Aqua,MODIS,55,61.03,292.8,4.9,D,0
47.7,30.9256,301.5,1.5,1.2,2023-03-04,1129,Aqua,MODIS,47,61.03,276.3,9.9,D,0
46.17,29.2218,323.7,1.2,1.1,2023-03-04,1129,Aqua,MODIS,83,61.03,291.9,25.7,D,0
47.0217,32.9364,304.6,1.8,1.3,2023-03-04,1129,Aqua,MODIS,59,61.03,287.6,13.9,D,0
47.0181,32.9537,303.7,1.8,1.3,2023-03-04,1129,Aqua,MODIS,55,61.03,287.3,12.1,D,0
47.0813,32.9925,304.6,1.9,1.3,2023-03-04,1129,Aqua,MODIS,59,61.03,287.2,15.4,D,0
47.1395,33.2277,301.2,1.9,1.3,2023-03-04,1129,Aqua,MODIS,45,61.03,285.9,11.2,D,0
47.2004,33.7431,325.1,2,1.4,2023-03-04,1129,Aqua,MODIS,73,61.03,285.6,67.5,D,0
47.1879,32.7511,309.3,1.8,1.3,2023-03-04,1129,Aqua,MODIS,68,61.03,286.2,20.5,D,0
47.1951,32.7426,305.9,1.8,1.3,2023-03-04,1129,Aqua,MODIS,62,61.03,286.8,14.7,D,0
47.6032,35.7382,326.9,2.6,1.6,2023-03-04,1129,Aqua,MODIS,85,61.03,284.1,109,D,0
47.8269,33.66,306.4,2.1,1.4,2023-03-04,1129,Aqua,MODIS,63,61.03,284.2,22.4,D,0
47.7018,30.9454,304.9,1.5,1.2,2023-03-04,1129,Aqua,MODIS,60,61.03,278,13.4,D,0
48.3234,30.8968,306,1.5,1.2,2023-03-04,1129,Aqua,MODIS,63,61.03,278.3,15.9,D,0
45.3527,28.9334,325,1,1,2023-03-04,1946,Terra,MODIS,100,61.03,276.6,28.7,N,2
45.3543,28.9462,313.5,1,1,2023-03-04,1946,Terra,MODIS,87,61.03,276,17.2,N,0
46.546,32.6803,302.6,1.4,1.2,2023-03-04,1946,Terra,MODIS,50,61.03,275.7,15.9,N,0
46.5443,32.6619,320.5,1.4,1.2,2023-03-04,1946,Terra,MODIS,100,61.03,276,38.6,N,0
48.5873,33.0166,310.8,2.6,1.6,2023-03-05,0919,Terra,MODIS,70,61.03,278.5,55.4,D,0
48.0693,33.9465,301.2,3,1.7,2023-03-05,0919,Terra,MODIS,45,61.03,280,35,D,0
49.7777,25.2131,306.7,1.1,1,2023-03-05,0919,Terra,MODIS,64,61.03,273.9,13.3,D,0
48.2337,31.1392,318.1,2.2,1.4,2023-03-05,0919,Terra,MODIS,78,61.03,282.8,55.4,D,0
48.816,25.4976,321,1.2,1.1,2023-03-05,0919,Terra,MODIS,76,61.03,277.9,28.5,D,0
48.8642,24.7462,302.3,1.1,1,2023-03-05,0919,Terra,MODIS,52,61.03,279.7,9,D,0
46.9928,32.4319,301.6,2.8,1.6,2023-03-05,0919,Terra,MODIS,48,61.03,285.3,23.6,D,0
46.9888,32.4245,302.6,2.8,1.6,2023-03-05,0919,Terra,MODIS,53,61.03,285.2,26,D,0
48.5817,33.0083,314.3,2.6,1.6,2023-03-05,0919,Terra,MODIS,75,61.03,278.5,62.9,D,0
45.3732,28.9534,310,2,1.4,2023-03-05,0920,Terra,MODIS,0,61.03,284.6,29.6,D,0
47.3377,33.5583,306.8,1.4,1.2,2023-03-05,1033,Aqua,MODIS,64,61.03,287.1,11.6,D,0
47.363,33.5422,306.8,1.4,1.2,2023-03-05,1033,Aqua,MODIS,64,61.03,285.8,12.1,D,0
47.3595,33.5246,301.8,1.4,1.2,2023-03-05,1033,Aqua,MODIS,49,61.03,286,7.3,D,0
47.3521,33.4321,335.1,1.4,1.2,2023-03-05,1033,Aqua,MODIS,89,61.03,287.5,58.7,D,0
47.3486,33.4143,343.2,1.4,1.2,2023-03-05,1033,Aqua,MODIS,93,61.03,290.3,80.3,D,0
47.3258,33.1898,321.9,1.4,1.2,2023-03-05,1033,Aqua,MODIS,81,61.03,287.9,34.1,D,0
47.1956,32.55,301,1.5,1.2,2023-03-05,1033,Aqua,MODIS,44,61.03,286.2,8,D,0
47.8255,35.8117,300.9,1.1,1.1,2023-03-05,1033,Aqua,MODIS,31,61.03,281.9,5.8,D,0
47.2209,31.768,315.5,1.7,1.3,2023-03-05,1033,Aqua,MODIS,57,61.03,279.5,33.2,D,0
48.0387,35.0063,310.6,1.2,1.1,2023-03-05,1033,Aqua,MODIS,70,61.03,281.2,15,D,0
48.0359,34.9911,308.8,1.2,1.1,2023-03-05,1033,Aqua,MODIS,68,61.03,282.6,13.7,D,0
47.963,34.3144,321.8,1.2,1.1,2023-03-05,1033,Aqua,MODIS,71,61.03,284.8,29.3,D,0
48.2591,34.2693,302.6,1.2,1.1,2023-03-05,1033,Aqua,MODIS,53,61.03,283.2,9,D,0
48.2456,33.7003,301.2,1.3,1.1,2023-03-05,1033,Aqua,MODIS,45,61.03,283.4,8.6,D,0
48.1592,30.9339,300.5,1.7,1.3,2023-03-05,1033,Aqua,MODIS,37,61.03,285.8,10,D,0
48.874,37.1758,301.9,1,1,2023-03-05,1033,Aqua,MODIS,50,61.03,279.6,7.1,D,0
46.9359,36.4213,303.4,1.1,1,2023-03-05,1033,Aqua,MODIS,56,61.03,288.8,5.5,D,0
45.3662,28.9689,301.5,2.7,1.6,2023-03-05,1033,Aqua,MODIS,0,61.03,287.4,17.8,D,0
45.3582,28.937,301.4,2.7,1.6,2023-03-05,1033,Aqua,MODIS,0,61.03,287,16.2,D,0
47.171,37.0299,329.8,1.1,1,2023-03-05,1033,Aqua,MODIS,86,61.03,288.1,30.5,D,0
47.1687,37.0163,342.2,1.1,1,2023-03-05,1033,Aqua,MODIS,93,61.03,290.2,50.6,D,0
46.8768,35.2216,305.6,1.2,1.1,2023-03-05,1033,Aqua,MODIS,62,61.03,290,7.5,D,0
46.6197,32.6291,302.1,1.6,1.2,2023-03-05,1033,Aqua,MODIS,0,61.03,281,11.8,D,0
47.917,37.8522,313.4,1,1,2023-03-05,1033,Aqua,MODIS,74,61.03,283,13.7,D,2
47.7897,36.8211,304.2,1.1,1,2023-03-05,1033,Aqua,MODIS,58,61.03,285,8,D,0
47.0048,32.4327,312.5,1.6,1.2,2023-03-05,1033,Aqua,MODIS,73,61.03,287.7,22.7,D,0
47.172,32.8384,312.7,1.5,1.2,2023-03-05,1033,Aqua,MODIS,73,61.03,288.1,21.7,D,0
47.3513,33.6282,311.7,1.4,1.2,2023-03-05,1033,Aqua,MODIS,72,61.03,286.6,17.1,D,0
47.3479,33.6108,313,1.4,1.2,2023-03-05,1033,Aqua,MODIS,73,61.03,287.1,18.6,D,0
47.3676,29.9049,310.3,4.8,2,2023-03-05,1211,Aqua,MODIS,36,61.03,280.9,113.2,D,0
47.3709,29.9094,311.4,4.8,2,2023-03-05,1211,Aqua,MODIS,48,61.03,281.4,119.3,D,0
47.8726,33.4504,304.1,1.7,1.3,2023-03-05,1850,Terra,MODIS,58,61.03,268.4,26.3,N,2
48.4609,38.9381,301.3,1.1,1,2023-03-06,0822,Terra,MODIS,43,61.03,278.1,8.5,D,0
47.5164,35.8652,300.4,1,1,2023-03-06,0822,Terra,MODIS,35,61.03,283.9,5.4,D,0
45.6144,34.6562,307.6,1,1,2023-03-06,0823,Terra,MODIS,59,61.03,281.5,8.2,D,0
45.5323,33.5845,304.1,1,1,2023-03-06,0823,Terra,MODIS,48,61.03,284,5.6,D,0
47.5313,36.6042,302.4,4.7,2,2023-03-06,0937,Aqua,MODIS,52,61.03,283,61.8,D,0
47.5304,36.6021,302.4,4.7,2,2023-03-06,0937,Aqua,MODIS,52,61.03,283,62.2,D,0
48.0928,37.682,303.4,4,1.9,2023-03-06,0938,Aqua,MODIS,56,61.03,280.8,60.6,D,0
45.506,34.6357,307.4,1.4,1.2,2023-03-06,1115,Aqua,MODIS,64,61.03,290.8,10.2,D,0
47.0688,36.9333,309.6,2,1.4,2023-03-06,1115,Aqua,MODIS,69,61.03,291.3,22.6,D,0
47.2044,37.6199,301.8,2.2,1.4,2023-03-06,1115,Aqua,MODIS,49,61.03,287.5,13.5,D,0
47.5594,38.1163,300.4,2.3,1.5,2023-03-06,1115,Aqua,MODIS,36,61.03,285.3,13.7,D,0
47.5726,38.1148,302.9,2.3,1.5,2023-03-06,1115,Aqua,MODIS,54,61.03,286.3,18.5,D,0
47.568,38.1106,312,2.3,1.5,2023-03-06,1115,Aqua,MODIS,72,61.03,286,39,D,0
47.5357,36.6479,306.1,1.9,1.4,2023-03-06,1115,Aqua,MODIS,63,61.03,283.6,19.8,D,0
47.5338,36.6227,331.3,1.9,1.4,2023-03-06,1115,Aqua,MODIS,87,61.03,285.9,82,D,0
47.6521,36.4942,304.7,1.9,1.3,2023-03-06,1115,Aqua,MODIS,60,61.03,284.9,16.9,D,0
47.6575,36.5138,303.5,1.9,1.3,2023-03-06,1115,Aqua,MODIS,56,61.03,285.1,16.7,D,0
47.6557,36.4886,302.9,1.9,1.3,2023-03-06,1115,Aqua,MODIS,54,61.03,285,16,D,0
47.6813,36.1841,301.4,1.8,1.3,2023-03-06,1115,Aqua,MODIS,46,61.03,283.9,12.3,D,0
